,x,y,z,w
0,6.5315296018133715,5.164912084917249,1.5443260033732629,0.5687901752681235
1,1.2616597619395202,4.493155156319019,1.1376114344561894,0.8925351871553624
2,4.047103659167127,5.84079117349047,1.6660281441262441,0.8249262256084919
3,7.635912111408603,4.9236442272906915,0.9855463077410276,2.963296968061602
4,0.1321982944673561,5.920091274084739,2.3033062899132495,3.135979682862918
5,6.817599277684904,2.088797179568041,4.014610500583597,3.140732934611074
6,3.201705057495093,7.45934761125546,3.9955209699288265,6.679228481063115
7,1.368014173401698,7.802372045207575,1.7795240640031675,0.28165205921771186
8,1.4722984429824164,5.5755316701723725,0.02616992070232138,0.9042552795392673
9,6.642462425881894,2.572477529964213,1.6979997929257937,3.7501035457135417
10,1.7470774511097789,0.6244141257923879,2.0205572196697137,3.408685686866599
11,2.569356131098969,8.329105740177333,3.6565098945685466,6.775515141712955
12,4.12915444221337,5.857761687045212,3.7417808135607773,2.322187929047604
13,6.242150360005887,2.795831245971364,3.825350240012079,2.824995415449719
14,3.9407060387272415,7.251969362691307,4.086870755115046,7.079077671907774
15,2.29098792754354,0.2417735543093249,0.7356751170689653,2.6610401562127217
16,4.057763870776183,5.760075375128248,0.0012044677408784565,1.7951538782180774
17,5.058798041109977,3.8694736054887953,1.6638848565206312,1.6400095514671587
18,6.3922313628181175,2.377740189492328,2.266932407948601,0.1183215806799165
19,7.36779612752864,2.9425030166843826,3.63808885206592,2.7959909044817093
20,4.779995713098521,1.2036940218045595,1.7395340211215728,2.4174557433839508
21,3.867769854373784,1.6965757407155548,2.6320703678956425,1.7286468261351051
22,3.156395176663266,6.985315343187666,4.0857656466496355,7.140161688992478
23,4.697244142989225,7.120568228532125,2.3711272860978214,3.2443916967779645
24,3.431517865347063,6.661452480845158,4.148913083977704,7.0278829635656725
25,7.359531006055247,7.06643038931057,2.2464914149105275,2.578733252591946
26,6.709668487149944,2.566963927604199,2.0179630035835023,2.0821923193420844
27,0.3421598661479912,1.769387950342166,3.292120838993825,0.7408551411248689
28,0.9150562167050396,2.4596864536710283,3.206763060989209,0.08135084345851107
29,7.8482942777768905,2.8897310547957398,2.2438988891673035,3.5971847208847643
30,3.42938559831998,4.839171123767485,0.46548572554265144,0.7855516695659479
31,1.9934898566600876,7.686058324707076,4.143004039846835,7.078005544839301
32,7.930086252188733,6.095861317391113,2.896406887267755,0.05795510685028349
33,5.623134556074674,2.9755631321510965,3.6713510892812113,2.7543532617303463
34,5.430043439371905,3.6469452898696946,4.300012754686144,2.946284702156212
35,4.55426150642493,0.22116172522834887,0.5897103323231909,3.290491570427396
36,2.316235050036572,6.683972607264352,4.062827679440637,6.758604676965318
37,5.779701767917487,2.064273505907484,2.8198111770573977,1.8033077514620963
38,7.981422208927931,6.768479600288623,0.8029864521174961,1.7837244141607678
39,3.7361669747870048,4.509337888274397,3.98313402933615,2.2147947910532637
40,2.816073587058397,7.077121007277315,4.059304956423749,6.998993267412255
41,2.222553592464797,0.5191469270000848,1.2999824417503478,2.1571484105236607
42,6.452672915316017,7.599649000818205,2.2941447916921702,2.9497079667326895
43,3.6390994857945023,2.130442134624335,2.4999186482013944,0.5020720636393019
44,5.304177296361458,2.7788335871002845,0.7692630828855971,0.893162228079154
45,7.4044894235602365,7.072772015521591,3.3230309480348295,3.9157521660241406
46,3.6359580662014936,0.9114553731037063,3.4098073131532356,3.2288205333136752
47,1.472576175576255,0.5818790458721974,0.8494459943709738,0.4745166239923422
48,3.445057552010275,1.242951547830562,0.4874309610557881,0.2218750673046781
49,6.0055962775886815,4.845306694313395,2.504526147126901,1.3990627290259976
50,6.644917044489972,4.903288254463824,1.337411716745379,1.1842459285365345
51,7.742585292499357,3.2033607610985966,4.068906553706099,3.191186411418615
52,7.036183270035676,6.987120710764103,1.5232254607943014,2.997024774473093
53,7.266433524841796,7.438774224973643,3.3554513783556277,2.7122159303390947
54,7.878190543580261,1.183194019633203,1.858336208760364,1.2398002913543889
55,6.3223359472505924,6.105633230398001,1.3554081285035346,3.6711313778679413
56,1.8077977780366377,5.407315395791171,0.806181695195789,1.2704242545213482
57,2.4106076863295343,7.881370266667958,0.1380535924247961,1.8968646015141775
58,0.7667538048649272,2.130632293841396,0.5873150928806949,0.13459979173056924
59,3.2852643600223947,1.5977162206913063,3.248043706051752,0.210152663130176
60,7.170349863346707,0.1679391822083236,2.7124194059586193,3.925804494008532
61,2.237683892724821,5.372683940594979,1.3653857605690196,2.7143591538470875
62,3.4717438718966847,7.066351602641773,4.027045050384498,7.061687368185714
63,2.9300084552775942,2.889788691763811,1.4132756433719398,1.6491367424013408
64,4.321397860683391,3.16790112142825,0.26219317495980565,0.49022630221475527
65,4.320774302532496,2.012904625537179,0.4870882672508601,1.1142579367800671
66,6.5386966838345915,2.0820969604498076,0.7091079944807057,2.0311283691575053
67,7.974903458323523,5.674259982515845,1.5906057204576434,2.100446697590117
68,1.3107136700765336,1.4671946214408997,3.5331375440476522,3.073074931814203
69,0.2284075288235039,3.9903193384992965,3.215183490867996,1.787765195888234
70,3.592786675998383,6.851293825805051,4.028012173075944,6.647304839654733
