,x,y,z
0,1.3946111017808995,2.189521473869713,4.122470097550452
1,2.3312848196080274,2.1841813762195996,2.4986845128398585
2,2.5333839216179994,3.616548539996452,2.21991515296963
3,1.8540819572561422,3.221314539068313,2.1549126576632234
4,1.554565921359297,4.161444592138846,1.1613834729834782
5,-0.13859227519286196,0.9946108392220339,1.7439877463744513
6,4.282700037639586,2.0181737788088374,2.680407724184193
7,1.8108129688659138,1.9367046951575226,3.569611900955162
8,2.2866440282453557,1.9965702934663516,0.1529793546495468
9,2.284316617663344,1.7146454033355203,1.4010696580345199
10,1.8733746622431688,3.0525859268888977,-0.11878663510113806
11,2.091430996332383,1.786135913547637,-0.33525952809534026
12,-0.19755326003816231,1.555650226604915,1.8372341018744214
13,1.1854295385404465,2.142620775460875,2.010361227219413
14,1.7105181290802942,3.807352221126613,1.9069194194102024
15,-0.0933283976247239,2.427180075238099,2.073577371867222
16,-0.24335585300109783,1.4853787451969631,1.819287088091414
17,-1.1742997018753003,1.6176447135959677,1.6741941037790515
18,1.0875426165246984,1.5532077030461424,1.7920078589535122
19,2.515624617490997,1.9248016768640719,2.0952803364225407
20,2.8878222524633665,2.7231316224649955,1.2945429450549395
21,4.309226888236197,1.674929719072447,1.7100411148483894
22,0.09910615833501597,1.6916356185415817,1.2409396851525005
23,4.131614468622895,1.8011552983628072,1.566635908857051
24,2.582611457501483,2.367643713636526,4.434105015595256
25,1.672739240403498,0.020032819467198322,2.2747777152215596
26,2.449541034858177,1.9247421797329785,1.3666897341695297
27,1.3363365005747974,1.8416747992764542,-0.2528060405835618
28,1.9448784428654344,3.8661210829777115,1.8916212745967431
29,1.5623753576045154,0.45440956172104846,1.4048614465390625
30,1.7879151338220907,-0.16436349708753992,2.1743628396673578
31,-0.056799460460573166,1.7841980628269465,2.1521496410652525
32,1.2503322363646834,-0.13511087655633874,1.6267606469271167
33,2.575665459692804,1.8061599757700089,4.055396785640489
34,2.1832673296076806,0.007181620128230552,1.988896142831626
35,0.3265337643881573,1.6528533148758824,2.3583814994596928
36,-0.1784657329039849,2.4556891047977523,1.6841546146823525
37,4.095562855174879,2.358825499202339,2.450422744568199
38,2.1669203515391837,4.216066647468459,2.7510469275597966
39,1.6168159840212741,4.099908339429325,1.8557565942867098
40,1.5757489709696302,1.2077389318847134,0.3598596452450973
41,2.295607612713825,2.313272537981119,-0.6394075984478218
42,1.648267820805747,3.9496764843224312,1.9977193736116905
43,1.7925453329279857,1.9360338366571073,0.21227842168883052
