,x,y,z,w
0,-0.32568042964611843,-0.6588588717943874,3.6837252319884435,1.0426572650523958
1,1.8297817630979898,0.11261711604631278,0.235088430350796,1.8469259189393918
2,-0.08454663775128385,-0.8957170031899887,2.971940698101035,1.234723947600017
3,1.6396718871525162,0.7317769227392353,0.017590957259649015,-0.45076934608468694
4,-0.07104848275474819,2.504539571676861,0.22017797865846722,0.4293349113168041
5,0.8823792536226649,-0.28404241859545737,-0.0834692217094423,0.08427338922284257
6,1.793514232447053,0.02516866168814503,-0.2902366020273472,1.607592401221563
7,2.0096436671803892,-0.06517767739045584,0.09273904166487752,1.8307047614567633
8,0.2217595046813921,1.9888050431177526,0.9283720576467811,1.354100548219643
9,-0.5746060130075075,2.309882512947974,0.4304260450374179,0.9184331031295164
10,-0.4447280625475224,1.70140593011074,0.6606288601915654,0.7613291379464918
11,2.007695623888385,0.08138896788991482,0.13011665073204728,2.2517734085951733
12,-0.3985173793163502,-1.0438306859069053,2.9722964996874213,1.219512833051337
13,1.0906526782364405,-0.5177200091092742,-0.04175865657304941,-0.0035361825881684455
14,-0.3754464179967266,1.7932305689788925,0.5888875427411291,1.2984398816714362
15,0.9019795193148766,0.1290645629144884,-0.2807057350138901,0.6253425590078231
16,0.9748991743891728,0.31343173033620325,0.3162903310991569,0.19857338117681905
17,-0.6923161210272606,0.8112350079016597,0.1539967820776188,1.8492395809939763
18,1.1016091281364526,-1.409314790021074,0.4296707460604289,0.20654227801813219
19,-1.2971166079466931,-0.2945890993647656,0.20248584629871194,2.2760973136107117
20,1.266711150806141,-0.24704432252954572,-0.12830159943402447,-0.2824438639204657
21,0.7847567341920296,1.6769713363490406,0.5844525014503011,1.365962493305103
22,0.5222376548726401,0.34914320984880864,0.05791006256293709,-0.8079819825008019
23,-0.6359587110542217,1.1898348550221736,0.13855271325838162,0.7942603951556237
24,-0.25011596063366903,-0.482623443802996,0.26959768651567656,1.906353777837663
25,-1.3772980901769705,0.2431266964945073,-0.32030353674225837,1.6737944890338539
26,0.4749055874615268,-0.5902361307072724,2.5996533776174986,0.7205125076253523
27,-0.06448941820156004,-1.2836343918209139,2.2891720497128083,0.9832382812377598
28,0.6268807328154691,0.2072806182883401,0.1466356142923715,0.3473916351345387
29,-0.6492118893765234,2.551181975417908,1.2851580953690471,1.1822337441900739
30,0.10324132678600277,1.696130756912651,1.6913008867758634,0.15496317221992717
31,-0.3844468963191595,1.872619993434512,0.874758307447039,1.0842362012028817
32,-0.8657626429534044,-0.34522987624371576,0.3303172140675856,1.7468042924360672
33,-0.794377943455206,-1.3876630638948684,3.231688484683587,1.043052477569936
34,-0.8263907103740634,1.9036611879713785,0.6636257544508727,1.2849949235432272
35,-1.142344932609829,-0.19901043491887077,0.14783410726413146,2.4705430440738567
36,-0.4329528422938092,-1.1075405909207956,2.803123416586563,0.6230105637273571
37,1.2775716348043011,2.0837681832449477,0.6679260618796555,1.200911275225039
38,1.2756966048983085,0.7659815091881675,0.1221406857581186,-0.20921472461813426
39,-1.1384755435370697,1.3809469698230799,0.639231590687918,1.0400439620289081
40,-1.2434104766825602,1.0410641306163742,-0.2349149800221754,2.0779590140985675
41,0.7029749010471856,-0.6768168062837367,-0.04675568251482395,0.2266730637265414
42,1.8439030087458805,0.1130351755906419,0.2011638213386261,2.0980531488151444
43,-1.041107052431953,2.310732205406494,0.35761887528456926,0.6571921199044781
44,-0.3542810651604177,-0.58866507415047,0.05336558569311743,2.156184635285077
45,0.9616952805312204,0.7255418668186566,0.5664466442601472,-0.060620196685478904
46,0.6202996909114513,1.0806875900513546,-0.03819125316758682,0.03607651916771926
47,1.3503903731599223,-0.689054598350719,3.36846939910849,1.289729665995087
48,1.094059404681909,0.974845208853625,-0.10408261563151112,0.12690613403854156
49,-1.3407003039417273,2.032901269666765,0.921175589025602,0.5349925297700626
50,-0.3720774599323179,1.8479378466791045,1.3248026600209823,0.9834262985380317
51,-1.0990692725376319,0.09029548343691154,-0.4707451280614936,2.165216862452644
52,-1.0588136571060827,-1.0687626312142682,0.019563832044169786,2.259764372843084
53,-0.1948169319716755,2.627185865477627,1.4724094547702946,1.1746474451538553
54,-0.42993173241713645,-0.2988552318784385,-0.319079073810802,1.8636963915603875
55,1.8639280865407593,0.08915093302040379,0.18930318879305377,2.27687455652306
56,0.5576105391197552,2.4645507816502352,1.3751078889951576,1.4884078628350639
57,-0.6913709134201542,1.957525248806656,1.4106093116922878,0.9403187529794571
58,2.1485170584998716,0.04067215221971933,0.06890655370609909,2.191186411418615
59,0.19085625519355412,-0.9963671324273117,3.5574482445252755,1.4831081422923247
60,2.0721332703878472,-0.21466033972345597,-0.48863568372341887,1.9221799299465365
61,-0.2155200142713439,-1.4943984868232518,2.7204935422628918,0.8776103162663953
62,1.4535974522111452,0.610649657284947,-0.16723362555965499,-0.33577280368046764
63,2.0652403606174468,-0.07204628076808285,0.12059102385282744,1.8736018878052183
64,1.3353489098342441,0.6780155583671329,-0.9122861993347339,0.08399838384190726
65,0.9900583201700851,1.1993885399223247,0.13027135675960005,-0.2895617376756711
66,2.06736784637473,-0.3202258411215619,-0.02718547735465192,1.7433313213474935
67,-0.23053564151993833,2.177634860528364,1.1964710154636409,0.868310124576302
68,1.0454777250813336,-1.3152366915237819,3.0692584030889654,0.46613724887318275
69,-0.9972333673485279,-0.6387176768466759,-0.270824333789754,2.103332154261873
70,-0.521766485167772,-1.5769507067451305,3.0931533671310674,0.5447009392862998
