,x,y
0,2.1417971931316644,0.6324995142148585
1,5.907471993856347,0.17036507563824355
2,3.555661655179371,2.2515404445335654
3,5.583172419465202,0.07997257727237611
4,4.126114855421186,0.23041701525121175
5,6.679421940786401,0.7060436113057055
6,4.077319872760043,-0.577812931578661
7,2.3504791792257556,1.2976976831022058
8,6.07972290476142,0.30691945925213254
9,3.4326942218730347,-0.15915586939799037
10,5.397277201526918,0.45834530369533427
11,1.2764497838419193,-0.6025599538343207
12,2.6517899928829407,1.4467437952707725
13,7.303506174206191,0.4126357071370944
14,6.175918041203633,0.3284503662918004
15,3.5549924429891657,1.8898178175428948
16,2.719880669748688,2.903319169365165
17,2.932271400998893,2.117434628826236
18,2.1659864503728867,-0.04618734145946915
19,2.164514136378574,0.19041144633720422
20,4.480810853789035,0.47501934276752494
21,1.0953766098392608,-0.06584101855511863
22,0.41429407828817844,0.6897153766883738
23,-0.1993588948151015,0.43508606435966846
24,2.387977928227638,1.9154841216838032
25,0.5302608163552773,0.4390611025384015
26,1.8856004791548406,-1.139145143273363
27,3.003074956857228,2.613822071391769
28,2.3828110576029253,0.1299187627863951
29,5.950840524196499,0.13756067328057978
30,6.192111461910368,0.38035200581577266
31,3.416766022859878,1.1969659650557762
32,1.5064503581932662,-0.545222969338282
33,-1.4272804437849695,-0.23007931550684327
34,2.0818776549546563,-0.7404661635105979
35,2.939045421980661,3.498315539358886
36,2.517294980602065,-0.027546775704894087
37,0.7770685260040491,-0.35253231614145436
38,4.02205777687816,0.6962726256815036
39,6.384170868119653,-0.5461615203816624
40,2.3063960846672398,2.8200264481603314
41,2.9543889845346207,-0.08113424505540764
42,4.5221918075461955,0.2697956468045819
43,3.0857995146359505,3.0697277152589297
44,2.9706922752295766,3.2095671409490616
45,3.7242489479400236,-0.3597633057192324
46,2.5376393436961777,2.2634208751780744
47,3.6458789423195817,2.961668696836212
48,1.9258645929913527,-0.2570465265096829
49,-0.7286271571152442,-0.10055055153858787
50,4.097007109108187,-0.6781293821467275
51,1.982818491914121,-0.04624526990782064
52,2.1922292583631915,-1.4055239860057789
53,6.642730961468164,-0.6790479847456102
54,0.8422326339195471,-0.3817593229893009
55,1.3689498615291944,0.15307141895270893
56,2.2038744391669445,2.572555798794199
57,0.255636984679374,0.060199478237392155
58,6.1987883181312835,-0.6544183888576178
59,3.076466252534062,1.7881929213285834
60,2.8737130968662554,1.3863093895194072
61,3.4750801028278624,2.1664455547886425
62,4.6824924712846006,-0.05528924248971437
63,3.465470847268126,2.3461981000509278
64,3.3835371708163136,2.1617136592421704
65,2.6245053935224676,3.367818948419653
66,2.7876639044971143,2.302632146116673
67,-0.45819569971089097,-0.5075977888917316
68,-0.0032166979660748075,0.21646460977908505
69,3.525493458887534,1.7897000127902736
70,1.5524170708198959,-0.7107159524598416
71,3.298741750720206,1.062640518686522
72,5.687203138678582,-1.1975983970300206
73,6.056929952911503,0.2929196877488372
74,5.553073363301002,0.6711976330029842
75,4.28947331027416,0.19736412943791184
76,1.4695169307004643,-0.21301017414126583
77,3.10943889809916,3.393977296058858
78,2.71826826449922,0.05113209001454597
79,3.8966439573455673,0.9517277473911118
80,1.9017663572450139,-0.28085314843660353
81,0.14212859353079774,-0.9849234316868263
82,3.7249110390659474,-0.4568899214083281
83,3.4968075419814557,1.5069901283250104
84,0.19970796359855666,-0.29317393201361414
85,3.8141778279152287,-0.6202904970289993
86,3.3002296329025143,2.3931598059759347
87,2.7539936892946693,3.4867271412975867
88,0.35103143441326506,0.8468344609521792
89,2.9804561789509925,2.804849062036289
90,5.53829686472682,-0.825378886780821
91,6.9969141172092,-0.7438322282390581
92,2.767222762366768,2.234936253876856
93,5.5054032222114975,-0.26136350556825233
94,3.175061570298559,1.7317669976884649
95,4.429389182242534,0.10410980801281755
96,3.048798344024863,-1.1412740036175686
97,5.6774214889859795,-0.26947763112326295
98,4.159676884071493,0.5312238566686142
99,1.2527907267519751,-0.8988595073083275
100,4.350036569584338,0.10778693017223996
101,2.804457681330951,1.8143726651910859
102,4.581772989810476,0.3468801131690899
103,-0.818758969448142,0.1693523499909291
104,2.4976379728239833,1.8506580152808119
105,3.533387237297018,2.0116865392445367
106,-0.28760120507850095,0.954042320773892
107,0.08565057065485077,-0.02288964963339054
108,4.756349979130304,-0.3091989775355842
109,3.5362432215544293,-0.8483564364276677
110,3.64028680419262,1.4887155041738902
111,1.0189049778544659,0.19932122503927718
112,0.49915536302804675,-0.1598895430602867
113,3.2169212870336805,3.7007641130807163
114,2.882992419238664,3.284610842232397
115,5.735639865312776,-0.6483192691488123
116,2.7464483251886787,3.6391453504976523
117,3.4357431879576272,-0.14211757039627496
118,1.6599281705137752,-0.3431339018006953
119,5.999841534263114,-1.1010078569761987
120,5.638326950780563,-0.2341397277019701
121,0.1421578366089599,-0.13779003362753872
122,6.166031603069092,0.044515210614666983
123,2.441920556220245,2.665895798992094
124,-0.695370487755478,0.04657078590786264
125,6.152813647621671,-0.46627265445183413
126,3.086048356137604,1.8654118883328672
127,5.463337719480421,0.27857656002093095
128,5.628335946901399,-0.6244446403655659
129,-0.13036587897060442,0.2505795959323312
130,2.9191113444511654,2.8777138749429017
131,1.32349122962249,-0.12926425360068805
132,6.118763257493168,-0.3365126436935915
133,0.5258683740500886,-0.22759230372941627
134,-0.27996709905982786,-0.6129502521568521
135,3.8328402351921937,0.3303833207256778
136,3.097655985974355,2.2382322246638684
137,1.7921685778803509,-0.03207550518914785
138,2.470056764535161,2.999816720745257
139,5.985237568061863,0.1458235476693844
140,4.508958266695352,0.6179126038262465
141,4.496558633697571,-0.2776534986915778
142,4.179356479592297,-0.21755267972846104
143,3.6821014510770183,2.769565489164415
144,0.6007095887923749,1.1450087806514753
145,3.7686797201443603,0.567817896513498
146,3.536724545125729,2.77590152428702
147,5.6271125117926815,0.2102997135555549
148,-0.07301974690635542,-0.6203727271205104
149,2.3447413304315186,-0.1746277557797308
150,2.822388359391916,3.1929431279691203
151,1.2777980512138156,0.3908713072228076
152,5.394687783050819,0.2415887070934132
153,5.460890657818528,0.2218455382532421
154,3.5923370313594623,0.7419644201663832
155,2.964492219652753,3.07934199160274
156,2.0460972858389277,2.1075758230907238
157,3.31266454129471,1.5913010344164336
158,2.213979514706651,-0.5781190553880405
159,2.2142915944640644,0.3251415096931489
160,2.8929133946990606,3.351837257267787
161,0.7602733343569075,0.6331208476259093
162,2.3590147556078223,1.4359032359223116
163,2.5960331052302186,2.248922994235245
